baseline_accuracy_mean,baseline_ci_low,baseline_ci_high,improved_accuracy_mean,improved_ci_low,improved_ci_high,paired_diff_mean,paired_diff_ci_low,paired_diff_ci_high,n_paired,wilcoxon_p,sign_test_p,frac_improved,frac_worsened,standard_accuracy_mean,standard_ci_low,standard_ci_high,paired_diff_baseline_standard_mean,paired_diff_baseline_standard_ci_low,paired_diff_baseline_standard_ci_high,n_paired_standard,sign_test_p_baseline_vs_standard
0.04,0.024,0.058,0.056,0.038,0.076,0.016,0.002,0.03,500,,0.0574,0.022,0.006,0.054,0.036,0.074,0.014,0.0,0.03,500,0.1185
